uk_region,postcode,latitude,longitude,region,population,energy (kcal),delta (kcal),% fat,% carbohydrate,% protein
London,EC4R,51.51191,-0.09181,City of London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,EC4V,51.51293,-0.09897,City of London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,EC4Y,51.51397,-0.10758,City of London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
Scotland,EH1,55.95243,-3.1884,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH10,55.92077,-3.20984,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH11,55.93387,-3.24867,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH12,55.94262,-3.27137,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH13,55.90788,-3.24144,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH14,55.90925,-3.28308,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH15,55.94686,-3.11136,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH16,55.92221,-3.15387,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH17,55.90704,-3.14222,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH18,55.87667,-3.12215,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH19,55.87324,-3.10446,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH2,55.95417,-3.19486,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH20,55.87905,-3.15579,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH21,55.93845,-3.04548,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH22,55.88441,-3.06001,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH23,55.83956,-3.05081,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH24,55.85051,-3.13257,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH25,55.85821,-3.17434,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH26,55.83257,-3.22307,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH27,55.89063,-3.42319,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH28,55.9306,-3.38624,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH29,55.95652,-3.39838,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH3,55.95412,-3.19967,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH30,55.98455,-3.38336,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH31,56.03627,-2.82661,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH32,55.96799,-2.94853,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH33,55.94196,-2.94469,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH34,55.90919,-2.8799,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH35,55.91053,-2.94233,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH36,55.85637,-2.85155,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH37,55.86188,-2.95873,Midlothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH38,55.78638,-2.96006,The Scottish Borders,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH39,56.04766,-2.73052,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH4,55.96253,-3.25761,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH40,55.99057,-2.6557,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH41,55.94854,-2.7751,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH42,55.99389,-2.52428,East Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH43,55.62422,-3.0101,The Scottish Borders,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH44,55.62015,-3.06558,The Scottish Borders,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH45,55.65494,-3.19209,The Scottish Borders,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH46,55.73689,-3.3491,The Scottish Borders,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH47,55.85976,-3.66336,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH48,55.9011,-3.66353,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH49,55.97656,-3.59785,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH5,55.97463,-3.21633,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH51,56.01153,-3.6041,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH52,55.93756,-3.48256,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH53,55.8936,-3.47608,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH54,55.89212,-3.524,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH55,55.84748,-3.57178,West Lothian,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH6,55.97144,-3.17456,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH7,55.96075,-3.16463,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH8,55.94909,-3.16268,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,EH9,55.9336,-3.18463,City of Edinburgh,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
London,EN1,51.6536,-0.06707,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
East of England,EN10,51.74005,-0.01992,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,EN11,51.76502,-0.00723,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
London,EN2,51.6585,-0.09144,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,EN3,51.65852,-0.03794,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,EN4,51.6479,-0.15983,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,EN5,51.64934,-0.19447,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
East of England,EN6,51.69942,-0.17656,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,EN7,51.71025,-0.0661,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,EN8,51.69799,-0.03189,Hertfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,EN9,51.69451,0.01427,Essex,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
South West England,EX1,50.72543,-3.50479,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX10,50.69252,-3.24461,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX11,50.74603,-3.28714,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX12,50.70585,-3.08066,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX13,50.78655,-3.00733,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX14,50.81272,-3.1896,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX15,50.87675,-3.33907,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX16,50.92258,-3.49122,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX17,50.81176,-3.70205,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX18,50.90155,-3.88739,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX19,50.87712,-4.0044,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX2,50.70998,-3.51705,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX20,50.75004,-4.01882,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX21,50.80507,-4.20857,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX22,50.82804,-4.3673,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX23,50.82366,-4.53323,Cornwall,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX24,50.73816,-3.08849,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX3,50.68645,-3.45824,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX31,51.08566,-4.06339,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX32,51.07115,-4.01849,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX33,51.11343,-4.16894,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX34,51.19829,-4.10278,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX35,51.2236,-3.82749,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX36,51.01638,-3.79224,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX37,50.97875,-3.95179,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX38,50.94376,-4.15107,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX39,51.01394,-4.24557,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX4,50.73055,-3.52621,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX5,50.75684,-3.43916,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX6,50.67744,-3.59668,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX7,50.59183,-3.47227,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX8,50.62958,-3.40133,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,EX9,50.6386,-3.32239,Devon,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
Scotland,FK1,55.98555,-3.79381,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK10,56.11516,-3.78053,Clackmannanshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK11,56.15009,-3.84977,Clackmannanshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK12,56.15263,-3.79998,Clackmannanshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK13,56.15078,-3.74032,Clackmannanshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK14,56.16536,-3.66044,Clackmannanshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK15,56.20249,-3.94903,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK16,56.19081,-4.05966,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK17,56.24019,-4.21887,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK18,56.32448,-4.32728,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK19,56.37057,-4.3139,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK2,56.00499,-3.75461,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK20,56.4065,-4.63059,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK21,56.46574,-4.31969,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK3,56.01087,-3.71958,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK4,55.99734,-3.90662,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK5,56.02564,-3.81814,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK6,56.02149,-3.91423,Falkirk,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK7,56.09695,-3.91636,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK8,56.13075,-4.05001,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,FK9,56.14242,-3.93955,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
North West England,FY1,53.81551,-3.04509,Blackpool,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY2,53.84524,-3.03823,Blackpool,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY3,53.82111,-3.02092,Blackpool,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY4,53.79139,-3.02779,Blackpool,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY5,53.87415,-3.02069,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY6,53.86819,-2.981,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY7,53.91635,-3.02629,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,FY8,53.75026,-3.001,Lancashire,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
Scotland,G1,55.86038,-4.24671,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G11,55.87356,-4.31142,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G12,55.88006,-4.30061,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G13,55.89358,-4.3462,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G14,55.88095,-4.34864,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G15,55.9094,-4.36476,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G2,55.86382,-4.2549,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G20,55.8858,-4.28176,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G21,55.88063,-4.22069,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G22,55.88998,-4.25002,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G23,55.90193,-4.28431,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G3,55.86619,-4.27262,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G31,55.85748,-4.20819,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G32,55.8484,-4.16293,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G33,55.87351,-4.16593,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G34,55.86817,-4.11128,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G4,55.86837,-4.25196,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G40,55.84824,-4.22204,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G41,55.83815,-4.28216,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G42,55.83234,-4.25627,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G43,55.81825,-4.28898,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G44,55.81438,-4.25523,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G45,55.80494,-4.23074,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G46,55.80446,-4.30573,East Renfrewshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G5,55.84769,-4.25237,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G51,55.85734,-4.31365,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G52,55.8477,-4.34823,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G53,55.82157,-4.35145,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G60,55.92205,-4.45358,West Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G61,55.91905,-4.33014,East Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G62,55.94261,-4.32034,East Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G63,56.04243,-4.36487,Stirling,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G64,55.91127,-4.21604,East Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G65,55.97334,-4.0577,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G66,55.94024,-4.15364,East Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G67,55.94755,-3.98586,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G68,55.95345,-4.01019,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G69,55.87372,-4.10199,Glasgow City,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G71,55.8221,-4.07206,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G72,55.80406,-4.12856,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G73,55.81977,-4.20605,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G74,55.76912,-4.17289,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G76,55.77811,-4.27227,East Renfrewshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G77,55.77345,-4.32941,East Renfrewshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G78,55.79259,-4.40873,East Renfrewshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G81,55.91309,-4.4066,West Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G82,55.95195,-4.57403,West Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G83,56.01196,-4.58444,West Dunbartonshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,G84,56.0137,-4.75306,Argyll and Bute,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
South West England,GL1,51.8599,-2.23962,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL10,51.7429,-2.28391,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL11,51.68875,-2.35591,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL12,51.62482,-2.3843,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL13,51.69289,-2.45867,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL14,51.81691,-2.47879,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL15,51.73656,-2.55036,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL16,51.79561,-2.61054,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL17,51.85542,-2.51405,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL18,51.94124,-2.41464,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL19,51.94252,-2.28662,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL2,51.84635,-2.26714,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL20,52.00304,-2.12966,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL3,51.86451,-2.17719,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL4,51.84196,-2.2163,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL5,51.73855,-2.2187,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL50,51.89968,-2.07995,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL51,51.89876,-2.10756,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL52,51.91588,-2.05816,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL53,51.88081,-2.06684,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL54,51.89693,-1.86338,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL55,52.06043,-1.76806,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL56,51.98836,-1.70435,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL6,51.735,-2.19117,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL7,51.71263,-1.89723,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL8,51.64151,-2.17054,Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South West England,GL9,51.55763,-2.29718,South Gloucestershire,5659143,1978.154873,271.8451266,39.32470045,46.30731204,14.27217372
South East England,GU1,51.24255,-0.56436,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU10,51.1975,-0.79622,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU11,51.24841,-0.76194,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU12,51.25167,-0.73032,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU13,51.27436,-0.83723,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU14,51.29246,-0.76075,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU15,51.3345,-0.73952,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU16,51.311,-0.72868,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU17,51.32959,-0.78559,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU18,51.34813,-0.67021,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU19,51.35914,-0.69,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU2,51.24468,-0.59152,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU20,51.36776,-0.65671,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU21,51.32006,-0.57773,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU22,51.31162,-0.54929,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU23,51.29671,-0.50816,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU24,51.32963,-0.62625,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU25,51.4009,-0.56948,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU26,51.11243,-0.74557,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU27,51.08155,-0.71785,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU28,50.99061,-0.62915,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU29,50.98383,-0.74619,West Sussex,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU3,51.24596,-0.62301,Surrey,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU30,51.07435,-0.80228,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU31,50.9962,-0.90263,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU32,51.00849,-0.96934,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,GU33,51.04915,-0.89139,Hampshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
